Player,Cap Hit,Term,Total,Date,Level,Cap %,POS,Sign Age,Sign Status,Sign Expiry,Structure,GM,Agent,Draft Year,Draft Round
Ivan Ryabkin,"$918,333",3yr,$2.75M,27-Aug-25,ELC,1%,C,18,,RFA,2-Way,Eric Tulsky,Paul Theofanous,2025,2
Cameron Crotty,"$812,500",2yr,$1.63M,25-Aug-25,STD,0.90%,D,26,UFA,UFA,2-Way,Steve Staios,Murray Koontz,2017,3
Jan Jenik,"$775,000",1yr,$775k,25-Aug-25,STD,0.80%,C,24,RFA,UFA,2-Way,Steve Staios,Allan Walsh,2018,3
Luke Kunin,"$775,000",1yr,$775k,22-Aug-25,STD,0.80%,C,27,UFA,UFA,1-Way,Bill Zito,Craig Oster,2016,1
Marco Rossi,"$5,000,000",3yr,$15.00M,22-Aug-25,STD,5.20%,C,23,RFA,RFA,1-Way,Bill Guerin,Ian Pulver,2020,1
Frank Nazar,"$6,599,991",7yr,$46.20M,21-Aug-25,STD,6.30%,C,21,RFA,UFA,1-Way,Kyle Davidson,Kevin Magnuson,2022,1
Victor Olofsson,"$1,575,000",1yr,$1.58M,20-Aug-25,STD,1.60%,LW,30,UFA,UFA,1-Way,Chris MacFarland,Claude Lemieux,2014,7
Brady Martin,"$975,000",3yr,$2.93M,20-Aug-25,ELC,1%,C,18,,RFA,2-Way,Barry Trotz,J.P. Barry,2025,1
Alex Gagne,"$910,000",2yr,$1.82M,18-Aug-25,ELC,1%,D,23,,RFA,2-Way,Chris MacFarland,Peter Fish,2021,6
Hudson Fasching,"$775,000",1yr,$775k,18-Aug-25,STD,0.80%,RW,30,UFA,UFA,2-Way,Don Waddell,Brian & Scott Bartlett,2013,4
Talyn Boyko,"$775,000",1yr,$775k,17-Aug-25,STD,0.80%,G,22,RFA,RFA,2-Way,Chris Drury,Ritchie Winter,2021,4
Dylan Garand,"$775,000",1yr,$775k,17-Aug-25,STD,0.80%,G,23,RFA,RFA,2-Way,Chris Drury,Richard Evans,2020,4
Daemon Hunt,"$775,000",1yr,$775k,15-Aug-25,STD,0.80%,D,23,RFA,RFA,2-Way,Don Waddell,Joe Caligiuri,2020,3
Travis Hamonic,"$1,000,000",1yr,$1.00M,15-Aug-25,STD,1%,D,34,UFA,UFA,1-Way,Steve Yzerman,Kevin Epp,2008,2
Michael Benning,"$775,000",1yr,$775k,14-Aug-25,STD,0.80%,D,23,RFA,RFA,2-Way,Bill Zito,Brian & Scott Bartlett,2020,4
Mikael Pyyhtia,"$775,000",1yr,$775k,13-Aug-25,STD,0.80%,LW,23,RFA,RFA,2-Way,Don Waddell,Andy Scott,2020,4
Ryker Evans,"$2,050,000",2yr,$4.10M,11-Aug-25,STD,2.10%,D,23,RFA,RFA,1-Way,Jason Botterill,Brian & Scott Bartlett,2021,2
Nathan Bastian,"$775,000",1yr,$775k,9-Aug-25,STD,0.80%,RW,27,UFA,UFA,1-Way,Jim Nill,Pat Brisson,2016,2
Joel Kiviranta,"$1,250,000",1yr,$1.25M,8-Aug-25,STD,1.30%,LW,29,UFA,UFA,1-Way,Chris MacFarland,Mika Rautakallio,,
William Villeneuve,"$775,000",1yr,$775k,5-Aug-25,STD,0.80%,D,23,RFA,RFA,2-Way,Brad Treliving,David Gagner,2020,4
Vitali Kravtsov,"$775,000",1yr,$775k,5-Aug-25,STD,0.80%,RW,25,RFA,UFA,2-Way,Patrik Allvin,Daniel Milstein,2018,1
Matthew Schaefer,"$975,000",3yr,$2.93M,4-Aug-25,ELC,1%,D,17,,RFA,2-Way,Mathieu Darche,Patrick Morris,2025,1
Sam Colangelo,"$850,000",2yr,$1.70M,4-Aug-25,STD,0.90%,RW,23,RFA,RFA,Mixed,Pat Verbeek,Pete Rutili,2020,2
Nicholas Robertson,"$1,825,000",1yr,$1.83M,2-Aug-25,STD,1.90%,LW,23,RFA,RFA,1-Way,Brad Treliving,Pat Brisson,2019,2
Alex Laferriere,"$4,100,000",3yr,$12.30M,1-Aug-25,STD,4.30%,RW,23,RFA,RFA,1-Way,Ken Holland,Michael Curran,2020,3
Tim Washe,"$812,500",2yr,$1.63M,1-Aug-25,STD,0.90%,C,23,RFA,RFA,Mixed,Pat Verbeek,Richard Evans,,
Devon Levi,"$812,500",2yr,$1.63M,31-Jul-25,STD,0.90%,G,23,RFA,RFA,1-Way,Kevyn Adams,Ian Pulver,2020,7
Martin Pospisil,"$2,500,000",3yr,$7.50M,30-Jul-25,STD,2.40%,C,25,RFA,UFA,1-Way,Craig Conroy,Daniel Milstein,2018,4
Dylan Samberg,"$5,750,000",3yr,$17.25M,30-Jul-25,STD,6%,D,26,RFA,UFA,1-Way,Kevin Cheveldayoff,Pete Rutili,2017,2
Jayden Struble,"$1,412,500",2yr,$2.83M,28-Jul-25,STD,1.50%,D,23,RFA,RFA,1-Way,Kent Hughes,Philippe Lecavalier,2019,2
Conor Timmins,"$2,200,000",2yr,$4.40M,27-Jul-25,STD,2.30%,D,26,RFA,UFA,1-Way,Kevyn Adams,Paul Capizzano,2017,2
Nikita Alexandrov,"$775,000",1yr,$775k,26-Jul-25,STD,0.80%,C,24,RFA,UFA,2-Way,Doug Armstrong,Patrick Morris,2019,2
Arvid Soderblom,"$2,750,000",2yr,$5.50M,26-Jul-25,STD,2.90%,G,25,RFA,UFA,1-Way,Kyle Davidson,Jarrett Bousquet,,
Danil Gushchin,"$775,000",1yr,$775k,25-Jul-25,STD,0.80%,LW,23,RFA,RFA,2-Way,Chris MacFarland,Mark Gandler & Todd Diamond,2020,3
Maxim Tsyplakov,"$2,250,000",2yr,$4.50M,25-Jul-25,STD,2.40%,RW,26,RFA,UFA,1-Way,Mathieu Darche,Ryan Barnes,,
Jackson Blake,"$5,117,002",8yr,$40.94M,24-Jul-25,STD,4.90%,RW,21,RFA,UFA,1-Way,Eric Tulsky,Neil Sheehy,2021,4
Thomas Bordeleau,"$775,000",1yr,$775k,24-Jul-25,STD,0.80%,C,23,RFA,RFA,2-Way,Tom Fitzgerald,Pat Brisson,2020,2
Ethan Czata,"$931,667",3yr,$2.80M,23-Jul-25,ELC,1%,C,18,,RFA,2-Way,Julien BriseBois,John Walters,2025,2
Kaapo Kakko,"$4,525,000",3yr,$13.58M,22-Jul-25,STD,4.70%,RW,24,RFA,UFA,1-Way,Jason Botterill,Andy Scott,2019,1
Ronan Seeley,"$813,750",1yr,$814k,21-Jul-25,STD,0.90%,D,22,RFA,RFA,2-Way,Eric Tulsky,Kevin Epp,2020,7
Ryan Suzuki,"$775,000",1yr,$775k,21-Jul-25,STD,0.80%,C,24,RFA,UFA,2-Way,Eric Tulsky,David Gagner,2019,1
Parker Ford,"$812,500",2yr,$1.63M,18-Jul-25,STD,0.90%,C,24,RFA,RFA,2-Way,Kevin Cheveldayoff,Marc Levine,,
Xavier Bourgault,"$775,000",1yr,$775k,18-Jul-25,STD,0.80%,RW,22,RFA,RFA,2-Way,Steve Staios,Philippe Lecavalier,2021,1
Gabriel Vilardi,"$7,500,000",6yr,$45.00M,18-Jul-25,STD,7.90%,C,25,RFA,UFA,1-Way,Kevin Cheveldayoff,Andy Scott,2017,1
Drew Helleson,"$1,100,000",2yr,$2.20M,18-Jul-25,STD,1.20%,D,24,RFA,RFA,1-Way,Pat Verbeek,Pat Brisson,2019,2
Wilmer Skoog,"$775,000",1yr,$775k,17-Jul-25,STD,0.80%,C,26,RFA,RFA,2-Way,Bill Zito,Craig Oster,,
Lukas Dostal,"$6,500,000",5yr,$32.50M,17-Jul-25,STD,6.80%,G,25,RFA,UFA,1-Way,Pat Verbeek,Michael Deutsch,2018,3
Louis Crevier,"$900,000",2yr,$1.80M,17-Jul-25,STD,0.90%,D,24,RFA,RFA,1-Way,Kyle Davidson,Paul Corbeil,2020,7
Jeremie Poirier,"$775,000",1yr,$775k,17-Jul-25,STD,0.80%,D,23,RFA,RFA,2-Way,Craig Conroy,Allain Roy,2020,3
Yan Kuznetsov,"$812,500",2yr,$1.63M,17-Jul-25,STD,0.90%,D,23,RFA,RFA,Mixed,Craig Conroy,Mark Gandler & Todd Diamond,2020,2
Rory Kerins,"$775,000",1yr,$775k,17-Jul-25,STD,0.80%,C,23,RFA,RFA,2-Way,Craig Conroy,John Walters,2020,6
Tobias Bjornfot,"$775,000",1yr,$775k,17-Jul-25,STD,0.80%,D,24,RFA,RFA,2-Way,Bill Zito,Joakim Persson,2019,1
Carter Bear,"$975,000",3yr,$2.93M,16-Jul-25,ELC,1%,LW,18,,RFA,2-Way,Steve Yzerman,Michael O'Rafferty,2025,1
Dysin Mayo,"$775,000",1yr,$775k,16-Jul-25,STD,0.80%,D,28,UFA,UFA,2-Way,Don Waddell,Brian & Scott Bartlett,2014,5
Stanislav Berezhnoy,"$975,000",2yr,$1.95M,16-Jul-25,ELC,1%,G,22,,RFA,2-Way,Kyle Davidson,Ryan Barnes,,
Jake Leschyshyn,"$775,000",1yr,$775k,16-Jul-25,STD,0.80%,C,26,UFA,UFA,2-Way,Kevyn Adams,Jason Davidson & Blake Evans,2017,2
Cameron Hebig,"$812,500",2yr,$1.63M,16-Jul-25,STD,0.90%,C,28,UFA,UFA,2-Way,Bill Armstrong,Jason Davidson & Blake Evans,,
Domenick Fensore,"$775,000",1yr,$775k,16-Jul-25,STD,0.80%,D,23,RFA,RFA,2-Way,Eric Tulsky,Pete Rutili,2019,3
Joseph Veleno,"$900,000",1yr,$900k,16-Jul-25,STD,0.90%,C,25,RFA,RFA,1-Way,Kent Hughes,Philippe Lecavalier,2018,1
Calle Clang,"$775,000",1yr,$775k,15-Jul-25,STD,0.80%,G,23,RFA,RFA,2-Way,Pat Verbeek,Claude Lemieux,2020,3
Jan Mysak,"$775,000",1yr,$775k,15-Jul-25,STD,0.80%,C,23,RFA,RFA,2-Way,Pat Verbeek,Allan Walsh,2020,2
Michael Carcone,"$775,000",1yr,$775k,15-Jul-25,STD,0.80%,C,29,UFA,UFA,1-Way,Bill Armstrong,Murray Koontz,,
Miroslav Holinka,"$918,333",3yr,$2.75M,15-Jul-25,ELC,1%,C,19,,RFA,2-Way,Brad Treliving,Allan Walsh,2024,5
Anton Frondell,"$975,000",3yr,$2.93M,15-Jul-25,ELC,1%,C,18,,RFA,2-Way,Kyle Davidson,J.P. Barry,2025,1
Tyrel Bauer,"$775,000",1yr,$775k,15-Jul-25,STD,0.80%,D,23,RFA,RFA,2-Way,Kevin Cheveldayoff,Gregory Landry,2020,6
John Farinacci,"$775,000",1yr,$775k,15-Jul-25,STD,0.80%,C,24,RFA,UFA,2-Way,Don Sweeney,Pat Brisson,2019,3
Radim Mrtka,"$975,000",3yr,$2.93M,15-Jul-25,ELC,1%,D,18,,RFA,2-Way,Kevyn Adams,J.P. Barry,2025,1
Bowen Byram,"$6,250,000",2yr,$12.50M,14-Jul-25,STD,6.50%,D,24,RFA,UFA,1-Way,Kevyn Adams,Darren Ferris,2019,1
Travis Mitchell,"$775,000",1yr,$775k,14-Jul-25,STD,0.80%,D,25,RFA,UFA,2-Way,Mathieu Darche,Edward Ward,,
Skyler Brind'Amour,"$775,000",1yr,$775k,14-Jul-25,STD,0.80%,C,25,RFA,RFA,2-Way,Eric Tulsky,Jason Woolley,2017,6
Victor Eklund,"$975,000",3yr,$2.93M,14-Jul-25,ELC,1%,RW,18,,RFA,2-Way,Mathieu Darche,Mark Gandler & Todd Diamond,2025,1
Jack Thompson,"$800,000",1yr,$800k,14-Jul-25,STD,0.80%,D,23,RFA,RFA,2-Way,Mike Grier,Ian Pulver,2020,3
Morgan Barron,"$1,850,000",2yr,$3.70M,14-Jul-25,STD,1.90%,C,26,RFA,UFA,1-Way,Kevin Cheveldayoff,Wade Arnott,2017,6
Scott Sabourin,"$775,000",1yr,$775k,13-Jul-25,STD,0.80%,RW,32,UFA,UFA,2-Way,Julien BriseBois,Patrick Morris,,
Isaak Phillips,"$812,500",2yr,$1.63M,11-Jul-25,STD,0.90%,D,23,RFA,RFA,2-Way,Kevin Cheveldayoff,Paul Capizzano,2020,5
Michael Milne,"$775,000",1yr,$775k,11-Jul-25,STD,0.80%,LW,22,RFA,RFA,2-Way,Bill Guerin,Ross Gurney,2022,3
Gavin Bayreuther,"$775,000",1yr,$775k,11-Jul-25,STD,0.80%,D,31,UFA,UFA,2-Way,Eric Tulsky,Brian & Scott Bartlett,,
Jeff Skinner,"$3,000,000",1yr,$3.00M,11-Jul-25,STD,3.10%,C,33,UFA,UFA,1-Way,Mike Grier,Donald Meehan,2010,1
Aleksei Medvedev,"$923,333",3yr,$2.77M,10-Jul-25,ELC,1%,G,17,,RFA,2-Way,Patrik Allvin,John Walters,2025,2
Josh Manson,"$3,950,000",2yr,$7.90M,10-Jul-25,STD,3.80%,D,33,UFA,UFA,1-Way,Chris MacFarland,Ross Gurney,2011,6
Jakub Skarek,"$775,000",1yr,$775k,10-Jul-25,STD,0.80%,G,25,UFA,UFA,1-Way,Mike Grier,Ryan Barnes,2018,3
Mackie Samoskevich,"$775,000",1yr,$775k,10-Jul-25,STD,0.80%,RW,22,RFA,RFA,1-Way,Bill Zito,Brian & Scott Bartlett,2021,1
Benjamin Kindel,"$975,000",3yr,$2.93M,9-Jul-25,ELC,1%,RW,18,,RFA,2-Way,Kyle Dubas,Ross Gurney,2025,1
Braeden Cootes,"$975,000",3yr,$2.93M,9-Jul-25,ELC,1%,C,18,,RFA,2-Way,Patrik Allvin,Gerry Johannson,2025,1
Antonio Stranges,"$775,000",1yr,$775k,9-Jul-25,STD,0.80%,LW,23,RFA,RFA,2-Way,Jim Nill,Daniel Milstein,2020,4
Sam Morton,"$775,000",1yr,$775k,9-Jul-25,STD,0.80%,C,25,RFA,RFA,2-Way,Craig Conroy,Dean Grillo,,
Isaac Howard,"$950,000",3yr,$2.85M,8-Jul-25,ELC,1%,LW,21,,RFA,2-Way,Stan Bowman,Brian & Scott Bartlett,2022,1
Lukas Cormier,"$775,000",1yr,$775k,8-Jul-25,STD,0.80%,D,23,RFA,RFA,2-Way,Kelly McCrimmon,Jason Harshaw,2020,3
Adam Beckman,"$775,000",1yr,$775k,8-Jul-25,STD,0.80%,LW,24,RFA,UFA,2-Way,Mathieu Darche,Michael Kaye,2019,3
Jett Woo,"$775,000",1yr,$775k,8-Jul-25,STD,0.80%,D,24,RFA,UFA,2-Way,Patrik Allvin,Eustace King,2018,2
Nikita Tolopilo,"$775,000",2yr,$1.55M,8-Jul-25,STD,0.80%,G,25,RFA,UFA,2-Way,Patrik Allvin,Brian & Scott Bartlett,,
Jack McBain,"$4,250,000",5yr,$21.25M,7-Jul-25,STD,4.50%,C,25,RFA,UFA,1-Way,Bill Armstrong,Patrick Morris,2018,3
Sheldon Rempal,"$775,000",1yr,$775k,7-Jul-25,STD,0.80%,RW,29,UFA,UFA,2-Way,Chris Patrick,Dave Cowan,,
Cameron York,"$5,150,000",5yr,$25.75M,7-Jul-25,STD,5.40%,D,24,RFA,UFA,1-Way,Daniel Briere,Pat Brisson,2019,1
Vadim Zherenko,"$775,000",1yr,$775k,6-Jul-25,STD,0.80%,G,24,RFA,UFA,2-Way,Doug Armstrong,Renat Mamashev,2019,7
Hunter Skinner,"$775,000",1yr,$775k,6-Jul-25,STD,0.80%,D,24,RFA,UFA,2-Way,Doug Armstrong,Ryan Barnes,2019,4
Brendan Brisson,"$775,000",1yr,$775k,6-Jul-25,STD,0.80%,LW,23,RFA,RFA,2-Way,Chris Drury,J.P. Barry,2020,1
Cole Schwindt,"$825,000",1yr,$825k,6-Jul-25,STD,0.90%,RW,24,RFA,UFA,1-Way,Kelly McCrimmon,Patrick Morris,2019,3
Jonas Rondbjerg,"$775,000",1yr,$775k,6-Jul-25,STD,0.80%,RW,26,RFA,UFA,2-Way,Kelly McCrimmon,Markus Lehto,2017,3
Raphael Lavoie,"$775,000",1yr,$775k,6-Jul-25,STD,0.80%,C,24,RFA,UFA,2-Way,Kelly McCrimmon,Philippe Lecavalier,2019,2
Marc Gatcomb,"$900,000",1yr,$900k,6-Jul-25,STD,0.90%,C,25,RFA,RFA,1-Way,Mathieu Darche,Jordan Neumann & George Bazos,,
Jakub Dobes,"$965,000",2yr,$1.93M,6-Jul-25,STD,1%,G,24,RFA,RFA,1-Way,Kent Hughes,Gerry Johannson,2020,5
Hendrix Lapierre,"$850,000",1yr,$850k,5-Jul-25,STD,0.90%,C,23,RFA,RFA,1-Way,Chris Patrick,Philippe Lecavalier,2020,1
Tye Kartye,"$1,250,000",2yr,$2.50M,5-Jul-25,STD,1.30%,LW,24,RFA,RFA,1-Way,Jason Botterill,Andy Scott,,
Dmitri Voronkov,"$4,175,000",2yr,$8.35M,5-Jul-25,STD,4.40%,LW,24,RFA,RFA,1-Way,Don Waddell,Rick Komarow,2019,4
Lynden Lakovic,"$975,000",3yr,$2.93M,5-Jul-25,ELC,1%,LW,18,,RFA,2-Way,Chris Patrick,Shane Corston,2025,1
Jake O'Brien,"$975,000",3yr,$2.93M,4-Jul-25,ELC,1%,C,18,,RFA,2-Way,Jason Botterill,Patrick Morris,2025,1
Alex Barre-Boulet,"$775,000",1yr,$775k,4-Jul-25,STD,0.80%,C,28,UFA,UFA,2-Way,Chris MacFarland,Paul Corbeil,,
Jackson Parsons,"$829,167",3yr,$2.49M,3-Jul-25,ELC,0.90%,G,20,,RFA,2-Way,Steve Staios,Andy Scott,,
Bradley Marek,"$790,000",1yr,$790k,3-Jul-25,ELC,0.80%,LW,24,,RFA,2-Way,Bill Guerin,Paul Theofanous,,
Hayden Hodgson,"$775,000",2yr,$1.55M,3-Jul-25,STD,0.80%,RW,29,UFA,UFA,2-Way,Steve Staios,Patrick Morris,,
Anthony Beauvillier,"$2,750,000",2yr,$5.50M,3-Jul-25,STD,2.90%,C,28,UFA,UFA,1-Way,Chris Patrick,Philippe Lecavalier,2015,1
Mason Shaw,"$775,000",1yr,$775k,3-Jul-25,STD,0.80%,C,26,UFA,UFA,2-Way,Kevin Cheveldayoff,Gerry Johannson,2017,4
Nikolaj Ehlers,"$8,500,000",6yr,$51.00M,3-Jul-25,STD,8.90%,LW,29,UFA,UFA,1-Way,Eric Tulsky,Andre Rufener,2014,1
Mackenzie Entwistle,"$775,000",2yr,$1.55M,3-Jul-25,STD,0.80%,RW,25,RFA,UFA,2-Way,Bill Zito,Paul Capizzano,2017,3
Logan Brown,"$775,000",1yr,$775k,3-Jul-25,STD,0.80%,C,27,UFA,UFA,2-Way,Ken Holland,Allain Roy,2016,1
Milton Gästrin,"$975,000",3yr,$2.93M,3-Jul-25,ELC,1%,C,18,,RFA,2-Way,Chris Patrick,Kurt Overhardt,2025,2
Dmitry Orlov,"$6,500,000",2yr,$13.00M,3-Jul-25,STD,6.80%,D,33,UFA,UFA,1-Way,Mike Grier,Mark Gandler & Todd Diamond,2009,2
Trey Fix-Wolansky,"$775,000",1yr,$775k,3-Jul-25,STD,0.80%,RW,26,UFA,UFA,2-Way,Chris Drury,Michael Kaye,2018,7
William Trudeau,"$775,000",1yr,$775k,3-Jul-25,STD,0.80%,D,22,RFA,RFA,2-Way,Kent Hughes,Philippe Lecavalier,2021,4
Brent Burns,"$1,000,000",1yr,$1.00M,2-Jul-25,STD,1%,D,40,UFA,UFA,1-Way,Chris MacFarland,Ron Salcer,2003,1
Hunter Shepard,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,G,29,UFA,UFA,2-Way,Steve Staios,Jay Grossman,,
Cayden Primeau,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,G,25,RFA,UFA,1-Way,Eric Tulsky,Paul Theofanous,2017,7
Noel Gunler,"$813,750",1yr,$814k,2-Jul-25,STD,0.90%,RW,23,RFA,RFA,2-Way,Eric Tulsky,Peter Wallen,2020,2
Arthur Kaliyev,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,RW,24,UFA,RFA,2-Way,Steve Staios,Ian Pulver,2019,2
Maxim Shabanov,"$975,000",1yr,$975k,2-Jul-25,ELC,1%,RW,24,,RFA,2-Way,Mathieu Darche,Ryan Barnes,,
Morgan Frost,"$4,375,000",2yr,$8.75M,2-Jul-25,STD,4.60%,C,26,RFA,UFA,1-Way,Craig Conroy,Darren Ferris,2017,1
Gustav Nyquist,"$3,250,000",1yr,$3.25M,2-Jul-25,STD,3.40%,C,35,UFA,UFA,1-Way,Kevin Cheveldayoff,Wade Arnott,2008,4
Pius Suter,"$4,125,000",2yr,$8.25M,2-Jul-25,STD,4.30%,C,29,UFA,UFA,1-Way,Doug Armstrong,Georges Mueller,,
Kaedan Korczak,"$3,250,000",4yr,$13.00M,2-Jul-25,STD,3.10%,D,24,UFA,UFA,1-Way,Kelly McCrimmon,Rick Valette,2019,2
Emil Heineman,"$1,100,000",2yr,$2.20M,2-Jul-25,STD,1.20%,LW,23,RFA,RFA,1-Way,Mathieu Darche,Matt Keator,2020,2
Mason Appleton,"$2,900,000",2yr,$5.80M,2-Jul-25,STD,3%,C,29,UFA,UFA,1-Way,Steve Yzerman,Ritchie Winter,2015,6
Cody Glass,"$2,500,000",2yr,$5.00M,2-Jul-25,STD,2.60%,C,26,RFA,UFA,1-Way,Tom Fitzgerald,Murray Koontz,2017,1
Pierre-Olivier Joseph,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,D,26,UFA,RFA,1-Way,Patrik Allvin,Olivier Fortier,2017,1
Alexander Alexeyev,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,D,25,UFA,RFA,1-Way,Kyle Dubas,Craig Oster,2018,1
Marc Del Gaizo,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,D,25,UFA,UFA,2-Way,Kent Hughes,Brian & Scott Bartlett,2019,4
Tyson Jost,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,C,27,UFA,UFA,2-Way,Eric Tulsky,J.P. Barry,2016,1
Elmer Soderblom,"$1,125,000",2yr,$2.25M,2-Jul-25,STD,1.20%,LW,23,RFA,RFA,1-Way,Steve Yzerman,Patrik Aronsson,2019,6
Sean Farrell,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,C,23,RFA,RFA,2-Way,Kent Hughes,Pat Brisson,2020,4
Curtis Lazar,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,C,30,UFA,UFA,1-Way,Stan Bowman,J.P. Barry,2013,1
Pavol Regenda,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,LW,25,UFA,UFA,2-Way,Mike Grier,J.P. Barry,,
Graeme Clarke,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,RW,24,UFA,UFA,2-Way,Chris Patrick,Randy Robitaille,2019,3
Calle Rosen,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,D,31,UFA,UFA,2-Way,Chris Patrick,Kurt Overhardt,,
Louie Belpedio,"$775,000",2yr,$1.55M,2-Jul-25,STD,0.80%,D,29,UFA,UFA,2-Way,Chris Patrick,Patrick Morris,2014,3
Samuel Bolduc,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,D,24,UFA,UFA,2-Way,Ken Holland,Philippe Lecavalier,2019,2
Rafael Harvey-Pinard,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,LW,26,UFA,UFA,2-Way,Kyle Dubas,Philippe Lecavalier,2019,7
Matt Kiersted,"$775,000",2yr,$1.55M,2-Jul-25,STD,0.80%,D,27,UFA,UFA,2-Way,Bill Guerin,Neil Sheehy,,
Nicolas Aube-Kubel,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,RW,29,UFA,UFA,2-Way,Bill Guerin,Philippe Lecavalier,2014,2
Walker Duehr,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,RW,27,UFA,UFA,2-Way,Kevin Cheveldayoff,Dean Grillo,,
Samuel Fagemo,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,LW,25,UFA,UFA,2-Way,Kevin Cheveldayoff,Brian & Scott Bartlett,2019,2
Isaac Poulter,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,G,23,UFA,RFA,2-Way,Kevin Cheveldayoff,Gerry Johannson,,
Cal Petersen,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,G,30,UFA,UFA,1-Way,Bill Guerin,Pete Rutili,2013,5
Jakob Pelletier,"$775,000",3yr,$2.33M,2-Jul-25,STD,0.80%,LW,24,UFA,UFA,Mixed,Julien BriseBois,Olivier Fortier,2019,1
Philip Kemp,"$775,000",2yr,$1.55M,2-Jul-25,STD,0.80%,D,26,UFA,UFA,2-Way,Kyle Dubas,Jordan Neumann & George Bazos,2017,7
Taylor Ward,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,RW,27,UFA,UFA,2-Way,Ken Holland,Justin Duberman,,
Kale Clague,"$775,000",1yr,$775k,2-Jul-25,STD,0.80%,D,27,UFA,UFA,2-Way,Kevin Cheveldayoff,Dave Cowan,2016,2
Anthony Mantha,"$2,500,000",1yr,$2.50M,2-Jul-25,STD,2.60%,RW,30,UFA,UFA,1-Way,Kyle Dubas,Olivier Fortier,2013,1
Cole Clayton,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,D,25,UFA,RFA,2-Way,Mike Grier,Gerry Johannson,,
Jimmy Huntington,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,C,26,UFA,UFA,2-Way,Mike Grier,Paul Corbeil,,
Samuel Laberge,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,C,28,UFA,UFA,2-Way,Mike Grier,Paul Hamel,,
Tristan Allard,"$872,500",2yr,$1.75M,1-Jul-25,ELC,0.90%,C,23,,RFA,2-Way,Julien BriseBois,Andy Scott,,
Luke Cavallin,"$790,000",1yr,$790k,1-Jul-25,ELC,0.80%,G,24,,RFA,2-Way,Don Sweeney,Allain Roy,,
Niilopekka Muhonen,"$850,000",3yr,$2.55M,1-Jul-25,ELC,0.90%,D,19,,RFA,2-Way,Jim Nill,Mark Gandler & Todd Diamond,2024,5
Christian Jaros,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,D,29,UFA,UFA,2-Way,Don Waddell,,2015,5
Dominic Toninato,"$850,000",2yr,$1.70M,1-Jul-25,STD,0.90%,C,31,UFA,UFA,2-Way,Kyle Davidson,,2012,5
Jonathan Aspirot,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,D,26,UFA,UFA,2-Way,Don Sweeney,Dom De Blois,,
Jeff Petry,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,D,37,UFA,UFA,1-Way,Bill Zito,Wade Arnott,2006,2
Boris Katchouk,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,LW,27,UFA,UFA,2-Way,Julien BriseBois,Ritchie Winter,2016,2
Owen Sillinger,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,C,27,UFA,UFA,2-Way,Don Waddell,Craig Oster,,
Evgenii Dadonov,"$1,000,000",1yr,$1.00M,1-Jul-25,STD,1%,RW,36,UFA,UFA,1-Way,Tom Fitzgerald,Rick Komarow,2007,3
Cole Guttman,"$775,000",2yr,$1.55M,1-Jul-25,STD,0.80%,C,26,UFA,UFA,2-Way,Ken Holland,Pat Brisson,2017,6
Zachary Jones,"$900,000",1yr,$900k,1-Jul-25,STD,0.90%,D,24,UFA,RFA,2-Way,Kevyn Adams,Shawn Hunwick,2019,3
Andrew Mangiapane,"$3,600,000",2yr,$7.20M,1-Jul-25,STD,3.80%,C,29,UFA,UFA,1-Way,Stan Bowman,Allain Roy,2015,6
Tyler Pitlick,"$775,000",2yr,$1.55M,1-Jul-25,STD,0.80%,C,33,UFA,UFA,2-Way,Bill Guerin,Ben Hankinson,2010,2
Vinni Lettieri,"$775,000",1yr,$775k,1-Jul-25,STD,0.80%,C,30,UFA,UFA,1-Way,Brad Treliving,Ben Hankinson,,
