season,player_id,player_name,position,toi_5v5,toi_pp,toi_pk,toi_all,xEV_O,xEV_D,FINISH_O,FINISH_D,xEV_O_GAR,xEV_D_GAR,FINISH_O_GAR,FINISH_D_GAR,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,PEN_GAR,FO_GAR,xGAR,GAR_above_avg,GAR,WAR,GAR_se,GAR_lo90,GAR_hi90,WAR_se,fo_won,fo_lost,pen_taken,pen_drawn
2024,8475233,David.Savard,D,978.0,0.6,225.2,1244.2,0.0338,-0.1652,0.066,0.053,0.55,-2.69,1.08,0.86,1.63,-1.83,-0.01,-0.26,-0.45,0.0,-2.86,-0.92,6.06,1.01,3.01,1.11,11.01,0.5,0.0,0.0,13.0,9.0
2024,8479977,Kailer.Yamamoto,F,134.1,7.9,0.2,145.4,1.6262,0.0878,-0.2031,0.1713,3.63,0.2,0.06,0.38,3.69,0.58,0.56,0.0,0.37,0.01,4.77,5.21,6.03,1.01,0.43,5.32,6.74,0.07,2.0,0.0,1.0,3.0
2024,8474612,Travis.Hamonic,D,888.4,2.8,87.4,1007.0,0.3834,-0.3444,-0.0972,0.1097,5.68,-5.1,-1.48,1.62,4.2,-3.48,-0.04,0.04,-0.32,0.0,0.26,0.4,6.08,1.01,2.71,1.62,10.54,0.45,0.0,0.0,8.0,5.0
2024,8477940,Nikolaj.Ehlers,F,867.2,164.0,1.9,1089.8,-0.1177,0.0124,0.0449,-0.3501,-1.7,0.18,-0.23,-5.06,-1.93,-4.88,4.19,0.0,2.75,-0.03,5.39,0.1,6.09,1.01,2.65,1.73,10.45,0.44,5.0,13.0,7.0,22.0
2024,8480084,Nick.DeSimone,D,299.8,0.0,7.5,311.6,0.7737,-0.0316,0.0491,0.0433,3.87,-0.16,0.25,0.22,4.12,0.06,-0.0,0.0,0.06,0.0,3.77,4.24,6.02,1.0,0.93,4.49,7.55,0.16,0.0,0.0,0.0,0.0
2024,8477402,Pavel.Buchnevich,F,1113.9,161.9,79.6,1446.0,0.0519,-0.1617,0.1155,-0.0993,0.96,-3.0,2.21,-1.84,3.17,-4.84,0.04,0.07,-0.07,-0.22,-2.22,-1.85,6.01,1.0,3.42,0.38,11.64,0.57,76.0,132.0,10.0,8.0
2024,8477407,Anthony.Duclair,F,568.4,72.2,0.0,661.8,0.4458,-0.1964,-0.2269,-0.0011,4.22,-1.86,-0.57,-0.01,3.65,-1.87,-0.34,0.0,0.8,-0.0,2.82,2.24,5.96,0.99,1.74,3.1,8.82,0.29,0.0,1.0,5.0,9.0
2024,8481789,Tye.Kartye,F,576.6,3.5,24.4,609.9,0.0962,0.024,0.0325,0.0608,0.92,0.23,0.31,0.58,1.23,0.81,-0.06,0.0,0.45,-0.03,1.51,2.4,5.91,0.98,1.76,3.01,8.81,0.29,3.0,10.0,20.0,22.0
2024,8482095,Tyler.Kleven,D,1101.5,7.9,19.4,1142.8,-0.2304,-0.037,0.1561,0.0813,-4.23,-0.68,2.66,1.49,-1.57,0.81,-0.09,0.0,0.21,0.0,-4.79,-0.64,5.91,0.98,3.4,0.32,11.5,0.57,0.0,0.0,12.0,12.0
2024,8481568,Alex.Vlasic,D,1527.0,111.0,207.4,1907.6,-0.3004,-0.2374,0.3349,-0.033,-7.65,-6.04,9.2,-0.84,1.55,-6.88,-0.02,0.0,0.52,0.0,-13.19,-4.83,5.88,0.98,4.66,-1.79,13.55,0.78,0.0,0.0,6.0,7.0
2024,8481535,Nils.Hoglander,F,818.8,45.7,0.5,873.3,0.0656,0.0706,-0.0424,-0.0369,0.9,0.96,-1.1,-0.5,-0.2,0.46,-0.27,-0.0,0.84,-0.0,2.43,0.83,5.85,0.98,2.51,1.72,9.98,0.42,0.0,1.0,14.0,18.0
2024,8477494,Jonathan.Drouin,F,611.4,126.9,0.1,781.8,0.3811,-0.2857,0.054,-0.2145,3.88,-2.91,2.16,-2.19,6.04,-5.1,0.72,0.0,-0.03,0.0,1.66,1.63,5.91,0.98,1.88,2.82,9.0,0.31,7.0,7.0,3.0,2.0
2024,8482679,Matt.Coronato,F,1112.7,178.7,0.4,1353.6,-0.0465,-0.0118,0.2051,-0.3065,-0.86,-0.22,4.26,-5.68,3.4,-5.9,0.07,0.0,0.93,-0.08,-0.16,-1.58,5.91,0.98,3.41,0.3,11.52,0.57,48.0,69.0,11.0,15.0
2024,8471675,Sidney.Crosby,F,1301.3,242.4,5.2,1630.0,0.7235,-0.4258,-0.1155,-0.5821,15.69,-9.23,-0.82,-12.62,14.87,-21.85,2.34,-0.0,0.81,0.69,10.3,-3.14,5.85,0.98,4.04,-0.8,12.5,0.67,784.0,612.0,14.0,17.0
2024,8479370,Tyson.Jost,F,370.5,22.2,7.2,404.5,0.475,0.0072,-0.0039,0.2105,2.93,0.04,-0.07,1.3,2.86,1.34,-0.37,-0.01,-0.27,-0.04,2.28,3.51,5.83,0.97,1.14,3.95,7.71,0.19,53.0,62.0,10.0,8.0
2024,8475763,Kevin.Hayes,F,619.6,111.4,20.5,771.0,0.4718,-0.159,-0.0529,-0.0977,4.87,-1.64,-1.13,-1.01,3.74,-2.65,-0.18,0.01,0.48,0.04,3.58,1.44,5.8,0.97,1.9,2.67,8.93,0.32,193.0,184.0,4.0,6.0
2024,8480995,Pontus.Holmberg,F,784.8,6.6,56.0,861.0,-0.1578,0.117,-0.3355,0.2379,-2.06,1.53,-4.48,3.11,-6.54,4.64,-0.09,0.0,2.88,-0.02,2.24,0.87,5.79,0.96,2.42,1.81,9.77,0.4,119.0,123.0,12.0,28.0
2024,8477495,Seth.Jones,D,1161.0,144.4,158.8,1552.4,0.0083,-0.3622,0.0649,-0.0013,0.16,-7.01,2.98,-0.03,3.14,-7.04,2.0,-0.1,-0.73,0.0,-5.68,-2.73,5.76,0.96,3.53,-0.05,11.57,0.59,0.0,0.0,11.0,5.0
2024,8480003,Jesper.Boqvist,F,918.0,8.3,92.2,1033.2,-0.1134,-0.0114,0.0054,0.0701,-1.74,-0.17,0.08,1.07,-1.66,0.9,-0.14,0.05,0.7,-0.07,-1.37,-0.22,5.69,0.95,2.84,1.02,10.36,0.47,64.0,82.0,7.0,10.0
2024,8482475,Yegor.Chinakhov,F,390.0,57.9,2.3,471.7,0.3816,-0.1497,0.0858,-0.1049,2.48,-0.97,1.61,-0.68,4.09,-1.65,0.4,0.0,0.26,0.0,2.17,3.1,5.71,0.95,1.21,3.72,7.7,0.2,0.0,0.0,2.0,3.0
2024,8482146,Luke.Evangelista,F,836.4,84.9,0.0,943.3,0.6266,-0.0089,-0.4674,-0.1413,8.73,-0.12,-6.66,-1.97,2.07,-2.09,-0.61,0.0,1.02,-0.01,9.01,0.38,5.72,0.95,2.55,1.53,9.91,0.42,0.0,3.0,11.0,16.0
2024,8478500,Ivan.Provorov,D,1563.2,75.1,197.4,1915.0,0.232,-0.192,0.1647,-0.3773,6.04,-5.0,4.15,-9.83,10.19,-14.83,-0.45,-0.3,0.35,0.0,0.64,-5.04,5.61,0.94,4.75,-2.2,13.42,0.79,0.0,0.0,14.0,14.0
2024,8476372,Nick.Seeler,D,1177.4,1.3,117.8,1330.5,-0.3869,0.0426,0.1586,0.1019,-7.59,0.84,3.11,2.0,-4.48,2.84,-0.02,0.09,-0.44,0.0,-7.12,-2.01,5.51,0.92,3.59,-0.4,11.42,0.6,0.0,0.0,15.0,11.0
2024,8473419,Brad.Marchand,F,928.2,213.6,90.9,1301.0,0.2285,-0.2066,0.0259,-0.0227,3.53,-3.2,-2.65,-0.35,0.88,-3.55,0.18,0.26,0.58,-0.02,1.33,-1.67,5.48,0.91,2.93,0.66,10.3,0.49,2.0,6.0,27.0,29.0
2024,8477931,Tomas.Nosek,F,511.4,6.9,58.1,579.2,0.5276,0.1127,-0.6694,0.091,4.5,0.96,-4.81,0.78,-0.31,1.74,0.1,0.0,0.45,0.1,6.11,2.08,5.42,0.9,1.58,2.82,8.02,0.26,211.0,187.0,5.0,7.0
2024,8479353,Brett.Howden,F,1066.7,8.2,82.2,1189.0,-0.0398,-0.1301,0.0339,0.0753,-0.71,-2.31,0.59,1.34,-0.12,-0.97,-0.14,-0.1,-0.12,0.12,-3.26,-1.33,5.38,0.9,3.26,0.02,10.74,0.54,243.0,212.0,19.0,17.0
2024,8478413,Jordan.Greenway,F,402.7,2.0,82.2,512.5,0.6076,-0.0283,-0.1503,-0.0772,4.08,-0.19,-1.01,-0.52,3.07,-0.71,-0.03,0.01,0.09,-0.05,3.91,2.38,5.2,0.87,1.23,3.18,7.22,0.2,3.0,16.0,13.0,13.0
2024,8476854,Hampus.Lindholm,D,243.2,36.6,54.1,354.6,0.4944,0.1143,0.1505,0.185,2.0,0.46,-0.23,0.75,1.77,1.21,-0.05,0.06,0.24,0.0,2.71,3.23,5.17,0.86,0.75,3.94,6.4,0.12,0.0,0.0,2.0,3.0
2024,8477944,Jakub.Vrana,F,373.6,26.3,0.5,403.7,0.1469,-0.4905,0.2123,0.082,0.91,-3.05,3.74,0.51,4.65,-2.54,0.67,-0.0,0.07,-0.03,-1.43,2.82,5.14,0.86,1.15,3.25,7.03,0.19,5.0,12.0,5.0,5.0
2024,8478434,Keegan.Kolesar,F,1033.5,0.6,38.6,1081.9,0.0875,-0.029,0.1303,-0.2539,1.51,-0.5,2.24,-4.37,3.75,-4.87,-0.01,0.0,0.03,-0.02,1.01,-1.12,5.1,0.85,3.15,-0.08,10.28,0.52,6.0,12.0,16.0,15.0
2024,8475455,Brenden.Dillon,D,1270.7,7.1,205.8,1523.2,0.2291,-0.2054,-0.0307,-0.0551,4.85,-4.35,-0.65,-1.17,4.2,-5.52,-0.12,0.19,-2.27,0.0,-1.7,-3.52,5.09,0.85,3.87,-1.28,11.46,0.64,0.0,0.0,27.0,12.0
2024,8473507,Jeff.Petry,D,752.6,8.4,48.1,831.4,0.3069,-0.091,-0.1767,0.0233,3.85,-1.14,-2.33,0.29,1.52,-0.85,0.28,0.08,-0.7,0.0,2.37,0.33,5.02,0.84,2.3,1.24,8.8,0.38,0.0,0.0,8.0,3.0
2024,8480188,Fabian.Zetterlund,F,1157.2,146.1,3.0,1372.7,0.2932,-0.3714,-0.3065,0.1312,5.65,-7.16,-5.16,2.53,0.49,-4.63,-0.63,0.0,2.12,0.03,0.01,-2.62,4.96,0.83,3.53,-0.85,10.77,0.59,21.0,14.0,7.0,18.0
2024,8473986,Alex.Killorn,F,1050.2,154.8,152.2,1416.6,0.0006,-0.1057,0.1185,0.0412,0.01,-1.85,0.27,0.72,0.28,-1.13,-1.87,0.08,-0.25,0.01,-3.87,-2.88,4.99,0.83,3.25,-0.36,10.34,0.54,6.0,4.0,15.0,12.0
2024,8475287,Erik.Haula,F,838.9,42.6,98.5,1014.6,0.3173,-0.0113,-0.303,-0.0209,4.44,-0.16,-4.2,-0.29,0.24,-0.45,0.87,0.01,-1.51,0.14,3.79,-0.7,4.99,0.83,2.57,0.76,9.22,0.43,319.0,285.0,18.0,8.0
2024,8475220,Marcus.Foligno,F,944.4,27.6,102.2,1115.1,-0.1193,0.2807,-0.1728,0.0538,-1.88,4.42,-3.86,0.85,-5.74,5.27,-0.24,0.01,-0.64,-0.0,1.67,-1.34,4.89,0.82,2.88,0.15,9.63,0.48,7.0,8.0,23.0,18.0
2024,8481059,Scott.Perunovich,D,506.2,35.5,1.6,560.2,0.1535,0.005,0.0558,0.0389,1.3,0.04,0.39,0.33,1.69,0.37,-0.59,0.0,0.27,0.0,1.02,1.74,4.89,0.82,1.57,2.31,7.47,0.26,0.0,0.0,5.0,6.0
2024,8481013,Jonatan.Berggren,F,902.3,59.0,0.0,973.3,-0.2089,-0.062,-0.0967,0.1677,-3.14,-0.93,-0.66,2.52,-3.8,1.59,0.04,0.0,1.54,-0.03,-2.52,-0.66,4.92,0.82,2.78,0.35,9.49,0.46,4.0,12.0,7.0,15.0
2024,8477935,Sam.Bennett,F,1071.5,166.7,5.4,1326.5,0.6004,-0.1246,-0.2928,-0.1321,10.72,-2.23,-7.17,-2.36,3.55,-4.59,1.15,0.0,-2.14,-0.25,7.25,-2.28,4.93,0.82,3.33,-0.55,10.41,0.56,406.0,469.0,34.0,20.0
2024,8478407,Vince.Dunn,D,1130.2,141.0,9.0,1368.9,0.3039,-0.3794,0.1157,-0.0663,5.72,-7.15,1.36,-1.25,7.08,-8.4,-1.43,0.0,0.25,0.0,-2.61,-2.5,4.93,0.82,3.41,-0.68,10.54,0.57,0.0,0.0,14.0,14.0
2024,8476872,Scott.Laughton,F,978.4,39.8,116.4,1168.0,-0.0681,0.0954,-0.0075,0.0463,-1.11,1.56,-2.66,0.75,-3.77,2.31,-0.17,-0.01,-0.13,0.07,0.21,-1.7,4.88,0.81,2.99,-0.04,9.8,0.5,200.0,182.0,13.0,11.0
2024,8478854,Ryan.Shea,D,579.8,1.7,64.8,652.3,0.0172,-0.0902,0.0018,0.1806,0.17,-0.87,0.02,1.75,0.19,0.88,0.37,0.0,-0.39,0.0,-0.72,1.05,4.8,0.8,1.78,1.87,7.73,0.3,0.0,0.0,6.0,3.0
2024,8476422,Mike.Reilly,D,238.6,28.4,1.4,273.0,1.038,-0.0264,-0.1475,0.0468,4.13,-0.1,-0.72,0.19,3.41,0.09,-0.46,-0.0,0.22,0.0,3.79,3.26,4.82,0.8,0.75,3.59,6.05,0.12,0.0,0.0,1.0,2.0
2024,8479293,Brandon.Tanev,F,863.9,4.8,149.3,1044.9,0.1133,-0.0479,-0.2152,0.0142,1.63,-0.69,-3.1,0.2,-1.47,-0.49,-0.08,0.05,0.87,-0.04,1.74,-1.16,4.75,0.79,2.67,0.36,9.14,0.44,6.0,16.0,8.0,12.0
2024,8476874,Olli.Maatta,D,1331.4,4.4,126.3,1505.7,0.073,-0.0339,-0.3022,0.0608,1.62,-0.75,-6.71,1.35,-5.09,0.6,-0.07,0.18,0.62,0.0,1.6,-3.76,4.72,0.79,4.07,-1.98,11.42,0.68,0.0,0.0,7.0,9.0
2024,8478366,Frank.Vatrano,F,1087.3,199.0,59.1,1421.2,0.4943,-0.2255,-0.0424,-0.1139,8.96,-4.09,-3.2,-2.06,5.76,-6.15,-1.3,0.02,-1.44,-0.01,2.14,-3.12,4.68,0.78,3.33,-0.8,10.16,0.56,15.0,17.0,35.0,25.0
2024,8482073,Braden.Schneider,D,1262.7,4.6,135.4,1429.4,-0.0656,-0.1146,-0.0807,0.1031,-1.38,-2.41,-1.71,2.17,-3.09,-0.24,-0.08,0.0,-0.08,0.0,-3.95,-3.49,4.65,0.78,3.85,-1.68,10.98,0.64,0.0,0.0,9.0,7.0
2024,8480871,Adam.Boqvist,D,409.2,68.7,1.8,492.5,0.4848,-0.2138,0.0993,-0.0763,3.31,-1.46,0.78,-0.52,4.09,-1.98,0.41,0.0,-0.59,0.0,1.67,1.93,4.71,0.78,1.27,2.62,6.8,0.21,0.0,0.0,5.0,1.0
2024,8477501,Valeri.Nichushkin,F,615.0,128.0,54.2,848.8,-0.0104,-0.1612,0.2696,-0.1104,-0.11,-1.65,2.37,-1.13,2.26,-2.78,0.3,0.06,0.16,0.0,-1.24,0.0,4.62,0.77,1.88,1.53,7.71,0.31,1.0,0.0,4.0,4.0
2024,8476897,Oskar.Sundqvist,F,723.2,78.6,60.6,884.9,-0.1512,0.2838,-0.1692,-0.093,-1.82,3.42,-1.05,-1.12,-2.87,2.3,0.07,0.01,0.33,-0.22,1.79,-0.38,4.62,0.77,2.22,0.97,8.27,0.37,219.0,274.0,16.0,17.0
2024,8478474,Lawson.Crouse,F,948.4,82.8,58.6,1112.1,0.1477,0.0255,-0.2215,0.045,2.33,0.4,-4.0,0.71,-1.67,1.11,-0.91,-0.09,-0.14,-0.02,1.57,-1.72,4.6,0.77,2.91,-0.19,9.39,0.49,16.0,20.0,15.0,13.0
2024,8479996,Cody.Glass,F,752.0,38.2,75.9,887.6,0.2494,0.1369,-0.3621,-0.0244,3.13,1.72,-5.14,-0.31,-2.01,1.41,-0.13,-0.01,0.16,0.12,4.99,-0.46,4.56,0.76,2.31,0.76,8.36,0.38,218.0,187.0,8.0,8.0
2024,8480802,Ryan.McLeod,F,1041.2,34.6,177.1,1329.3,-0.4989,-0.1396,0.0268,0.4267,-8.66,-2.42,0.31,7.4,-8.35,4.98,-0.16,-0.01,0.58,0.2,-10.47,-2.76,4.51,0.75,3.18,-0.72,9.74,0.53,457.0,406.0,8.0,10.0
2024,8483505,Matthew.Poitras,F,388.0,31.5,0.5,431.9,0.2933,0.0482,-0.1463,0.0403,1.9,0.31,-1.36,0.26,0.54,0.57,-0.45,0.0,1.44,-0.04,3.16,2.06,4.5,0.75,1.19,2.54,6.46,0.2,56.0,66.0,4.0,12.0
2024,8482684,Luke.Hughes,D,1306.7,111.4,26.6,1502.2,-0.371,0.0297,0.0499,0.1238,-8.08,0.65,0.05,2.7,-8.03,3.35,1.11,0.0,-0.4,0.0,-6.72,-3.97,4.41,0.74,3.98,-2.14,10.96,0.66,0.0,0.0,9.0,5.0
2024,8475762,Derek.Forbort,D,784.8,2.6,111.6,923.5,-0.6614,0.1674,0.0418,0.4038,-8.65,2.19,0.55,5.28,-8.1,7.47,-0.04,0.02,-0.17,0.0,-6.65,-0.82,4.4,0.73,2.4,0.45,8.35,0.4,0.0,0.0,18.0,16.0
2024,8484144,Connor.Bedard,F,1373.8,196.7,3.5,1663.4,-0.2322,-0.1906,-0.3177,0.2786,-5.32,-4.36,-0.41,6.38,-5.73,2.02,1.28,0.0,-1.73,-0.57,-10.7,-4.73,4.4,0.73,4.18,-2.48,11.28,0.7,229.0,372.0,26.0,14.0
2024,8479378,Logan.Stanley,D,892.3,1.1,74.4,981.8,-0.0237,0.0076,0.0228,0.048,-0.35,0.11,0.34,0.71,-0.01,0.82,-0.02,-0.02,-2.03,0.0,-2.31,-1.26,4.35,0.72,2.76,-0.19,8.89,0.46,0.0,0.0,22.0,9.0
2024,8473422,Nick.Foligno,F,989.1,27.2,171.4,1242.1,0.2438,-0.0797,-0.0089,-0.3036,4.02,-1.31,0.16,-5.0,4.18,-6.31,-0.12,0.02,-0.28,-0.06,2.27,-2.57,4.32,0.72,3.02,-0.65,9.29,0.5,235.0,250.0,18.0,15.0
2024,8476457,Adam.Larsson,D,1457.6,8.0,206.1,1737.2,0.0285,-0.1855,-0.0201,0.0035,0.69,-4.51,-0.49,0.09,0.2,-4.42,-0.14,0.26,-1.38,0.0,-5.08,-5.48,4.22,0.7,4.4,-3.02,11.46,0.73,0.0,0.0,14.0,4.0
2024,8480878,Nils.Lundkvist,D,567.1,7.2,2.2,585.4,0.3176,-0.0982,-0.0485,0.059,3.0,-0.93,-0.58,0.56,2.42,-0.37,-0.1,-0.0,-1.25,0.0,0.72,0.7,4.04,0.67,1.73,1.19,6.89,0.29,0.0,0.0,10.0,2.0
2024,8480830,Andrei.Svechnikov,F,943.0,221.4,1.6,1232.2,0.5726,-0.1983,-0.6889,-0.0785,9.0,-3.12,-8.14,-1.23,0.86,-4.35,1.3,-0.0,-0.62,-0.01,6.55,-2.82,3.94,0.66,2.94,-0.9,8.78,0.49,0.0,3.0,28.0,23.0
2024,8480289,Morgan.Barron,F,670.0,3.6,85.0,767.8,0.218,0.1406,-0.4843,0.0174,2.43,1.57,-5.41,0.19,-2.98,1.76,-0.06,0.0,0.82,0.03,4.79,-0.43,3.97,0.66,2.06,0.58,7.36,0.34,80.0,72.0,8.0,12.0
2024,8481019,David.Gustafsson,F,313.9,0.0,6.7,323.3,0.0294,0.2949,-0.0866,0.1374,0.15,1.54,-0.45,0.72,-0.3,2.26,-0.0,0.0,0.06,0.02,1.77,2.04,3.9,0.65,0.97,2.3,5.5,0.16,92.0,87.0,2.0,2.0
2024,8476826,Yanni.Gourde,F,801.5,23.9,60.6,914.7,-0.0242,0.0242,-0.374,0.3281,-0.32,0.32,-5.68,4.38,-6.0,4.7,0.13,0.03,-0.17,0.04,0.03,-1.27,3.87,0.64,2.44,-0.14,7.88,0.41,236.0,225.0,14.0,12.0
2024,8479576,Vincent.Desharnais,D,721.4,1.0,73.6,811.9,-0.1735,0.1356,-0.1602,0.2066,-2.09,1.63,-1.93,2.48,-4.02,4.11,-0.02,0.0,-0.87,0.0,-1.35,-0.8,3.82,0.64,2.21,0.18,7.46,0.37,0.0,0.0,18.0,12.0
2024,8477949,Alex.Tuch,F,1111.5,180.7,170.2,1578.8,-0.0258,-0.1909,0.4022,-0.0741,-0.48,-3.54,1.53,-1.37,1.05,-4.91,0.11,-0.08,-0.73,-0.08,-4.8,-4.64,3.84,0.64,3.41,-1.77,9.45,0.57,41.0,62.0,19.0,13.0
2024,8477446,Michael.McCarron,F,823.9,2.4,166.3,1018.1,0.0898,-0.0289,-0.2669,0.0678,1.23,-0.4,-3.66,0.93,-2.43,0.53,-0.04,0.05,-0.32,0.25,0.77,-1.96,3.8,0.63,2.54,-0.38,7.98,0.42,407.0,344.0,26.0,23.0
2024,8484145,Zach.Benson,F,912.2,104.4,65.0,1111.4,0.097,0.0936,-0.463,0.1428,1.47,1.42,-7.93,2.17,-6.46,3.59,0.0,0.0,0.37,-0.03,3.23,-2.53,3.74,0.62,2.8,-0.87,8.35,0.47,4.0,11.0,25.0,26.0
2024,8477392,Hudson.Fasching,F,465.0,2.1,0.9,476.5,0.1307,0.0896,-0.3481,0.2269,1.01,0.69,-2.77,1.76,-1.76,2.45,-0.02,0.0,0.26,-0.02,1.92,0.91,3.62,0.6,1.44,1.25,5.99,0.24,2.0,8.0,3.0,4.0
2024,8477478,William.Carrier,F,485.3,2.8,12.4,504.5,0.5609,0.0574,-0.4089,-0.1043,4.54,0.46,-3.31,-0.84,1.23,-0.38,-0.05,0.0,-0.08,0.0,4.87,0.72,3.62,0.6,1.49,1.17,6.07,0.25,5.0,5.0,8.0,7.0
2024,8482074,Connor.Zary,F,731.0,114.6,0.0,868.0,0.0321,-0.0489,0.1189,-0.0466,0.39,-0.6,-0.84,-0.57,-0.45,-1.17,0.11,0.0,0.33,-0.2,0.03,-1.38,3.53,0.59,2.26,-0.19,7.25,0.38,75.0,124.0,7.0,8.0
2024,8479671,Mathieu.Olivier,F,1062.0,17.6,72.2,1185.6,-0.0387,-0.0957,0.3165,-0.1971,-0.68,-1.69,5.45,-3.49,4.77,-5.18,-0.27,0.0,-2.5,-0.03,-5.17,-3.21,3.47,0.58,3.26,-1.89,8.83,0.54,10.0,18.0,42.0,26.0
2024,8481528,Dylan.Cozens,F,1070.0,193.0,46.9,1399.0,0.0234,-0.1942,-0.0267,0.0419,0.42,-3.46,-0.64,0.75,-0.22,-2.71,-0.05,-0.01,-1.27,0.14,-4.23,-4.12,3.48,0.58,3.29,-1.93,8.89,0.55,444.0,408.0,22.0,13.0
2024,8478013,Jake.Walman,D,1103.0,152.2,158.0,1480.1,-0.1654,-0.0598,0.0176,0.1599,-3.04,-1.1,-1.47,2.94,-4.51,1.84,-0.63,-0.04,-1.43,0.0,-6.24,-4.77,3.43,0.57,3.35,-2.08,8.94,0.56,0.0,0.0,20.0,10.0
2024,8476925,Colton.Sissons,F,830.2,19.6,144.4,1033.8,0.2027,0.0237,-0.0625,-0.3043,2.8,0.33,-0.99,-4.21,1.81,-3.88,0.09,-0.18,-0.49,0.23,2.78,-2.42,3.35,0.56,2.54,-0.83,7.53,0.42,246.0,189.0,11.0,7.0
2024,8476432,Boone.Jenner,F,363.6,44.1,37.2,467.6,0.7589,-0.2222,-0.4914,-0.0354,4.6,-1.35,-3.12,-0.21,1.48,-1.56,0.08,-0.03,0.77,0.01,4.08,0.75,3.33,0.56,1.11,1.5,5.16,0.19,80.0,77.0,2.0,6.0
2024,8478115,Pierre.Engvall,F,721.0,3.7,1.3,732.7,0.0088,-0.0654,0.1669,-0.112,0.11,-0.79,1.9,-1.35,2.01,-2.14,-0.04,0.0,-0.72,-0.05,-1.49,-0.94,3.27,0.55,2.2,-0.35,6.89,0.37,10.0,22.0,8.0,3.0
2024,8475181,Nick.Leddy,D,545.3,2.5,20.0,578.8,-0.1446,-0.0362,0.0838,0.0479,-1.31,-0.33,0.76,0.44,-0.55,0.11,-0.04,-0.02,0.45,0.0,-1.25,-0.05,3.24,0.54,1.66,0.51,5.97,0.28,0.0,0.0,1.0,3.0
2024,8477380,Jonny.Brodzinski,F,555.9,32.8,0.9,595.4,-0.2539,-0.2314,0.529,0.0155,-2.35,-2.14,3.83,0.14,1.48,-2.0,-0.34,0.0,0.62,-0.01,-4.22,-0.25,3.17,0.53,1.72,0.34,6.0,0.29,77.0,79.0,2.0,5.0
2024,8481481,Blake.Lizotte,F,657.6,3.8,74.8,750.6,-0.5935,0.0014,0.4581,0.0665,-6.5,0.02,5.63,0.73,-0.87,0.75,0.21,0.06,-1.39,0.08,-7.52,-1.16,3.11,0.52,2.02,-0.21,6.43,0.34,157.0,138.0,13.0,4.0
2024,8474574,Tyler.Myers,D,1223.9,39.2,151.2,1476.2,-0.3208,0.0198,0.2157,0.0391,-6.54,0.4,4.24,0.8,-2.3,1.2,-0.64,-0.04,-3.3,0.0,-10.12,-5.08,3.12,0.52,3.73,-3.02,9.26,0.62,0.0,0.0,28.0,7.0
2024,8482964,Arber.Xhekaj,D,943.1,2.2,62.1,1023.7,0.34,-0.1787,-0.0406,-0.1068,5.34,-2.81,-0.64,-1.68,4.7,-4.49,-0.04,0.0,-2.87,0.0,-0.38,-2.7,3.14,0.52,2.88,-1.6,7.88,0.48,0.0,0.0,35.0,17.0
2024,8477488,Brett.Pesce,D,1316.2,10.5,148.6,1535.0,0.0457,-0.0468,0.0544,-0.3233,1.0,-1.03,1.18,-7.09,2.18,-8.12,-0.18,0.06,0.62,0.0,0.47,-5.44,3.12,0.52,4.04,-3.53,9.77,0.67,0.0,0.0,12.0,14.0
2024,8478891,Mason.Appleton,F,962.8,15.2,51.6,1053.0,0.0789,-0.1541,-0.0596,-0.074,1.27,-2.47,-0.96,-1.19,0.31,-3.66,0.14,0.02,0.36,-0.01,-0.69,-2.84,3.13,0.52,2.94,-1.71,7.97,0.49,8.0,11.0,9.0,10.0
2024,8480823,Alexander.Alexeyev,D,123.7,0.2,4.4,128.6,1.2257,-0.1629,0.018,-0.01,2.53,-0.34,0.04,-0.02,2.57,-0.36,-0.0,0.0,0.02,0.0,2.21,2.23,2.97,0.5,0.4,2.31,3.63,0.07,0.0,0.0,0.0,0.0
2024,8479520,Brandon.Duhaime,F,893.2,1.6,178.3,1094.2,-0.4091,0.0771,-0.0576,0.1473,-6.09,1.15,-0.86,2.19,-6.95,3.34,-0.03,0.0,0.37,-0.0,-4.6,-3.27,2.96,0.49,2.74,-1.55,7.47,0.46,14.0,15.0,24.0,25.0
2024,8471677,Jack.Johnson,D,458.8,0.3,63.6,527.8,0.1042,-0.3151,-0.1334,0.3237,0.8,-2.41,-1.02,2.48,-0.22,0.07,-0.01,-0.11,0.1,0.0,-1.63,-0.17,2.86,0.48,1.41,0.54,5.18,0.24,0.0,0.0,1.0,1.0
2024,8477903,Garnet.Hathaway,F,687.8,4.6,89.8,794.9,-0.0155,0.1706,-0.0398,-0.3965,-0.18,1.96,-0.46,-4.55,-0.64,-2.59,-0.08,0.13,1.51,-0.02,3.32,-1.69,2.85,0.48,2.11,-0.62,6.32,0.35,5.0,10.0,21.0,29.0
2024,8482089,Jake.Neighbours,F,1072.6,153.2,14.8,1303.4,-0.0325,-0.096,0.0528,-0.2329,-0.58,-1.72,0.98,-4.16,0.4,-5.88,0.59,0.0,0.58,-0.02,-1.15,-4.33,2.87,0.48,3.28,-2.53,8.27,0.55,5.0,11.0,22.0,24.0
